algorithm,10,2508,5005,7502,10000
naive,17.384500306461344,3.0111142414567844,,,
random binning,19.755504923834255,2.8922348514770895,2.7083511444674104,2.7640821462967944,2.700370171699634
reed-solomon,12.01461886084006,3.4447327339676765,4.315987794561995,4.211223349549871,4.585354534171632
