algorithm,2508,5005,7502,10000
naive,4.926605910837377,,,
random binning,2.919663348232854,2.650495863541985,2.4734559528516655,2.897271223121384
reed-solomon,5.036314227532753,5.929936146230475,7.389920365196373,8.3015136490914
