algorithm,2508,5005,7502,10000
naive,4.1356566684159,,,
random binning,2.3415160025836967,2.0571777793266954,2.0197899697249224,2.1858199848444646
reed-solomon,3.299189053695026,3.3440433350617367,3.7736766675283078,4.4682863600543
