algorithm,2508,5005,7502,10000
naive,18.078312875557238,18.52778620834125,,
random binning,11.78656019639773,12.504432077161097,11.201468772330673,10.847806512715305
reed-solomon,13.152717037212266,13.09479953209993,11.456865862280571,11.088525273300016
