algorithm,2508,5005,7502,10000
naive,13.969042889923083,,,
random binning,11.836174607808953,12.181073324728498,11.877650754397513,11.992457381849325
reed-solomon,14.697161755282114,13.711009161586595,13.476553826501842,13.03297147082158
