algorithm,10,2508,5005,7502,10000
naive,7.77488188738604,8.327901407515023,8.462124459806128,8.793249510557352,8.268403418933769
random binning,3.609251643731821,6.462116617315789,6.758299619290479,6.828749638466593,7.186928973289468
reed-solomon,5.8804576295048525,4.491570843231207,3.4928906602484995,2.9093782739461598,2.5472695723037586
