algorithm,2508,5005,7502,10000
naive,1.287550649959453,1.243717461750977,1.214509040118532,
random binning,1.4099167970092545,1.4157336670320873,1.390132552093572,1.3546068328211562
reed-solomon,1.539852270611405,1.7605726764520901,1.4365977464946595,1.4147085649162345
