algorithm,2508,5005,7502,10000
naive,1.334604387429094,1.162539570712453,,
random binning,1.5833755149608764,1.522270353404924,1.5677560272860434,1.3397619171444846
reed-solomon,1.7544210316657551,1.807275898363389,1.6960622513614063,1.6342326248846903
