algorithm,2508,5005,7502,10000
naive,70.56631698781725,75.06177171908492,,
random binning,21.82797624380964,23.022238656887676,22.220860792070784,18.562345684431833
reed-solomon,42.62703215605298,48.79335217402093,65.85853349687241,64.87499060461018
