algorithm,10,2508,5005,7502,10000
naive,217.68650375296812,74.48244246526899,,,
random binning,166.26821959773338,25.803349328586734,22.620381411616258,23.184844466612258,24.975846978096495
reed-solomon,112.9936506926024,48.01511636288549,49.85639072071298,53.29513622813101,50.94019705294116
