algorithm,10,2508,5005,7502,10000
naive,1.112153167423564,2.4367386641196003,2.395761964471989,2.453116714877976,
random binning,1.1824535477724956,1.4307165273993683,1.5537686111048843,1.462646902703035,1.5601582747859528
reed-solomon,1.1093902281439338,2.0349277620036337,1.940082847871438,1.8462862465925247,1.8123486534857172
