algorithm,10,2508,5005,7502,10000
naive,0.7724691271298526,2.325739434527954,2.2418069257842164,2.2483454335357096,2.257098396343293
random binning,0.8249352661158129,2.177619042500798,2.3071884382612544,2.3298444389927186,2.163879522107135
reed-solomon,1.2853162938496154,1.5743053865666354,1.3614964572781123,1.2823344837717339,1.234147869915985
