algorithm,2508,5005,7502,10000
naive,1.7867872946852217,1.9326376371054907,,
random binning,1.7966419885769187,1.8216115424124526,1.8246843402211566,1.8178557042827288
reed-solomon,1.834232343127008,1.822836110056575,1.7853449966647907,1.7911911887211487
