algorithm,2508,5005,7502,10000
naive,4.652740942745213,4.918037275786331,,
random binning,4.127638028264119,4.322164731135798,4.277535829998321,4.421767186254735
reed-solomon,4.182074799743193,4.270577939903079,4.202828419559972,4.210897276477904
