algorithm,2508,5005,7502,10000
naive,6.082978488006291,6.436706174719092,,
random binning,4.651606522930711,5.169518776687531,5.27662853252905,5.357657265645624
reed-solomon,4.905294405852544,5.050438926136232,4.848464684865263,4.8127040147103735
