algorithm,10,2508,5005,7502,10000
naive,1.1196130773605648,5.322054606234989,,,
random binning,1.060112313044492,5.373513650666672,5.629622471462488,5.623537662659415,
reed-solomon,1.1783714905362803,5.376799355953702,6.045457453178451,5.6230869793236975,5.491367855231762
